Name,Address,Type,Description,Image_URL
"Hazy Barbecue","200 Hartz Ave, Danville, CA 94526",Restaurant,"A family owned barbecue restaurant with great patio seating. They have a large menu of options to choose from when ordering. Located in the heart of downtown Danville. "https://www.hazybarbecue.com/about/"
Name,Address,Type,Description,Image_URL
"San Ramon Valley High School","501 Danville Blvd, Danville, CA 94526",School,"A four year public high school located in downtown Danville. Their mascot is a wolf. I went to school here for four years."https://srvhs.srvusd.net/Athletics/SRVHS-Athletics/index.html"
Name,Address,Type,Description,Image_URL
"Yogurt Shack","290 Hartz Ave, Danville, CA 94526",Restaurant,"A small frozen yogurt shop located in the heart of downtown, next to Hazy Barbecue. Known for their classic flavors and low prices, it is a local staple! "https://www.yelp.com/biz/yogurt-shack-danville"
Name,Address,Type,Description,Image_URL
"Primos Pizzeria","298 Hartz Ave, Danville, CA 94526",Restaurant,"A local must see is Primos. It is a pizza restaurant popular to watch local sporting events at. Primos has a large selection of outdoor seating and almost always has a crowd! "https://www.yelp.com/biz/primos-pizzeria-and-pub-danville-3"
Name,Address,Type,Description,Image_URL
"Hap Magee Park","1025 La Gonda Wy, Danville, CA 94526",Park,"Hap Magee Park is a great place for people of all ages. It offers play structures, swings, and water activities. There are also volleyball nets and a dog park. "https://www.danville.ca.gov/facilities/facility/details/Hap-Magee-Ranch-Park-3"
Name,Address,Type,Description,Image_URL
"Saint Isidore School","435 La Gonda Wy, Danville, CA 94526",School,"Saint Isidore School is a Catholic school for kindergarten to eighth grade. This was where I went to school for Kindergarten through eighth grade. There is a Catholic church on campus! "https://www.stisidore.org"
Name,Address,Type,Description,Image_URL
"Revel Kitchen & Bar","331 Hartz Ave, Danville, CA 94526",Restaurant,"Revel is a higher end restaurant located in the center of downtown. They have great truffle fries, and are known for their higher end dishes. It is a great place for a special occasion! "https://www.revelkitchenandbar.com"
Name,Address,Type,Description,Image_URL
Museum of San Ramon Valley","205 Railroad Ave, Danville, CA 94526",Historical,"A fun spot to take visitors in Danville is the Museum of San Ramon Valley. It is a great and fun way to learn about the histroy of the town."https://museumsrv.org"
Name,Address,Type,Description,Image_URL
"Valley Medlyn's","330 Hartz Ave, Danville, CA 94526",Restaurant,"Valley Medlyn's is one of the best breakfast spots in town. It is a great place to take Danville visitors for a hearty breakfast. Their pancakes are amazing! "https://www.facebook.com/VallyMedlyns/"
Name,Address,Type,Description,Image_URL
"Primos Pizzeria","298 Hartz Ave, Danville, CA 94526",Restaurant,"A local must see is Primos. It is a pizza restaurant popular to watch local sporting events at. Primos has a large selection of outdoor seating and almost always has a crowd! "https://www.yelp.com/biz/primos-pizzeria-and-pub-danville-3"
